date,btc_close,strategy_equity,spot_hodl,lev3x_hodl
2023-08-05,29042.126953125,13036.195766844912,10100.535016849915,13814.832690088475
2023-08-06,29041.85546875,13030.195265695282,10100.440597545137,13805.459035636348
2023-08-07,29180.578125,13117.00208560802,10148.686824460441,13941.063898240249
2023-08-08,29765.4921875,13501.705932955498,10352.113556244405,14542.02719139152
2023-08-09,29561.494140625,13359.530975556398,10281.16526037215,14319.929255040417
2023-08-10,29429.591796875,13265.53565055008,10235.291063761075,14173.09490324981
2023-08-11,29397.71484375,13238.354340940801,10224.204607118652,14130.633749176137
2023-08-12,29415.96484375,13244.649502174334,10230.551758081632,14140.467705482803
2023-08-13,29282.9140625,13149.916518184338,10184.278147433075,13992.481023204444
2023-08-14,29408.443359375,13227.865747215754,10227.935867846354,14114.249042163217
2023-08-15,29170.34765625,13062.995111703161,10145.128779004097,13856.69715973534
2023-08-16,28701.779296875,12744.284133867026,9982.165813884703,13358.824315144662
2023-08-17,26664.55078125,11378.262737815234,9273.63995444584,11224.90046086907
2023-08-18,26049.556640625,10962.28443142652,9059.751699547485,10575.081919644417
2023-08-19,26096.205078125,10988.212286149173,9075.975517355684,10615.584995103392
2023-08-20,26189.583984375,11045.333023328554,9108.451682546189,10704.815884160613
2023-08-21,26124.140625,10996.388418873104,9085.691195889878,10628.357302115379
2023-08-22,26031.65625,10929.401470300625,9053.526138912242,10523.713957657454
2023-08-23,26431.640625,11191.257551650064,9192.636342252415,10932.771194969944
2023-08-24,26162.373046875,11006.169726019214,9098.98801524993,10643.637124748766
2023-08-25,26047.66796875,10924.338212744035,9059.094840067477,10515.804413845344
2023-08-26,26008.462890625,10892.941510601604,9045.459741471597,10466.758204290381
2023-08-27,26089.693359375,10941.968240316477,9073.710812592139,10543.34507792067
2023-08-28,26106.150390625,10947.729059887057,9079.434388578233,10552.344314929234
