date,btc_close,spot_hodl,lev2_hodl,lev3_hodl,v2_best
2025-02-02,97688.9765625,33975.160638969304,52555.08349232262,75332.62523848395,42618.247814903356
2025-02-03,101405.421875,35267.69978659102,55119.00116769411,79178.50175154117,43978.53343849055
2025-02-04,97871.8203125,34038.75170110012,52640.68174569163,75461.02261853748,42663.66193821181
2025-02-05,96615.4453125,33601.79817829936,51746.61362118314,74119.92043177472,42189.31440827395
2025-02-06,96593.296875,33594.09519329078,51711.05119405,74066.57679107501,42170.446775029035
2025-02-07,96529.0859375,33571.76332952163,51646.24440851399,73969.366612771,42136.063557688496
2025-02-08,96482.453125,33555.544945918016,51593.67431433922,73890.51147150884,42108.172512658675
2025-02-09,96500.09375,33561.680162901925,51585.807740209304,73878.71161031396,42103.99890451259
2025-02-10,97437.5546875,33887.71885288599,52217.55248886569,74826.32873329855,42439.17085938025
2025-02-11,95747.4296875,33299.91181062263,51021.95845725259,73032.9376858789,41804.84886516321
2025-02-12,97885.859375,34043.634333925664,52488.9773232583,75233.46598488747,42583.17521008753
2025-02-13,96623.8671875,33604.727214574224,51591.00024822669,73886.50037234006,42106.75378782037
2025-02-14,97508.96875,33912.555884971865,52186.310055490976,74779.4650832365,42422.59519730898
2025-02-15,97580.3515625,33937.38204864855,52215.59995361517,74823.39993042278,42438.13494248777
2025-02-16,96175.03125,33448.626970578436,51218.0206212926,73327.03093193892,41908.869577542115
2025-02-17,95773.3828125,33308.938024449264,50918.65736621958,72877.98604932938,41750.04250753992
2025-02-18,95539.546875,33227.61243563379,50736.069621127244,72604.10443169088,41653.17064340867
2025-02-19,96635.609375,33608.81101932481,51478.30150189769,73717.45225284656,42046.96150747525
2025-02-20,98333.9375,34199.47101899875,52639.10181863419,75458.6527279513,42662.82370846551
2025-02-21,96125.546875,33431.416844636864,51082.93461980363,73124.40192970545,41837.199746822334
2025-02-22,96577.7578125,33588.69087682444,51377.32946965267,73565.99420447902,41993.39083117521
2025-02-23,96273.921875,33483.02005143863,51145.89800685019,73218.8470102753,41870.60494974071
2025-02-24,91418.171875,31794.243158918656,47749.267675914896,68123.90151387236,40068.523918748935
