date,btc,v9a_eq,v9a_lev
2023-12-02,39476.33203125,14795.432200309877,2.0
2023-12-03,39978.390625,14941.622473906964,2.0
2023-12-04,41980.09765625,15534.990554756052,2.0
2023-12-05,44080.6484375,16157.656521772726,2.0
2023-12-06,43746.4453125,16054.046123578973,2.0
2023-12-07,43292.6640625,15914.805238489625,2.0
2023-12-08,44166.6015625,16171.555106985561,2.0
2023-12-09,43725.984375,16036.202386601559,2.0
2023-12-10,43779.69921875,16048.307998949236,2.0
2023-12-11,41243.83203125,15288.14782861797,2.0
2023-12-12,41450.22265625,15346.006299819957,2.0
2023-12-13,42890.7421875,15771.886232050176,2.0
2023-12-14,43023.97265625,15807.779613601171,2.0
2023-12-15,41929.7578125,15477.614311175032,2.0
2023-12-16,42240.1171875,15566.416790150692,2.0
2023-12-17,41364.6640625,15301.56040364263,2.0
2023-12-18,42623.5390625,15673.278253649707,2.0
2023-12-19,42270.52734375,15564.189187133732,2.0
2023-12-20,43652.25,15972.46139915245,2.0
2023-12-21,43869.15234375,16033.239123144747,2.0
2023-12-22,43997.90234375,16067.708786295845,2.0
2023-12-23,43739.54296875,15986.72379401259,2.0
2023-12-24,43016.1171875,15767.070569535957,2.0
2023-12-25,43613.140625,15939.963307541608,2.0
2023-12-26,42520.40234375,15676.141155242673,2.0
2023-12-27,43442.85546875,15893.170940394872,2.0
2023-12-28,42627.85546875,15695.622309202266,2.0
2023-12-29,42099.40234375,15566.494864454067,2.0
2023-12-30,42156.90234375,15577.198850221075,2.0
2023-12-31,42265.1875,15600.014773231873,2.0
2024-01-01,44167.33203125,16049.73838567219,2.0
2024-01-02,44957.96875,16198.109437061594,2.0
2024-01-03,42848.17578125,15792.85986885507,2.0
2024-01-04,44179.921875,16044.58248456875,2.0
2024-01-05,44162.69140625,16038.763471301221,2.0
2024-01-06,43989.1953125,16003.120624055944,2.0
2024-01-07,43943.09765625,15991.802949979341,2.0
2024-01-08,46970.50390625,16567.09615708971,2.0
2024-01-09,46139.73046875,16405.84469105968,2.0
2024-01-10,46627.77734375,16496.35054588198,2.0
2024-01-11,46368.5859375,16444.210723142547,2.0
2024-01-12,42853.16796875,15770.603100993885,2.0
2024-01-13,42842.3828125,15766.090228551147,2.0
2024-01-14,41796.26953125,15563.975488612043,2.0
2024-01-15,42511.96875,15698.179789046975,2.0
2024-01-16,43154.9453125,15818.463268465017,2.0
2024-01-17,42742.65234375,15737.301423950143,2.0
2024-01-18,41262.05859375,15452.26755483861,2.0
2024-01-19,41618.40625,15517.916696597913,2.0
2024-01-20,41665.5859375,15524.537701872821,2.0
2024-01-21,41545.78515625,15499.28615148416,2.0
2024-01-22,39507.3671875,15107.854632382678,2.0
2024-01-23,39845.55078125,15170.137485544676,2.0
2024-01-24,40077.07421875,15212.043836580458,2.0
2024-01-25,39933.80859375,15182.404773757236,2.0
2024-01-26,41816.87109375,15539.518431292723,2.0
2024-01-27,42120.0546875,15594.98891549573,2.0
2024-01-28,42035.59375,15576.456289719554,2.0
2024-01-29,43288.24609375,15813.129631425494,2.0
2024-01-30,42952.609375,15746.590746145293,2.0
2024-01-31,42582.60546875,15673.511771080346,2.0
2024-02-01,43075.7734375,15765.198771400643,2.0
2024-02-02,43185.859375,15783.742578054436,2.0
2024-02-03,42992.25,15744.316862791002,2.0
2024-02-04,42583.58203125,15663.856203325664,2.0
2024-02-05,42658.66796875,15675.748108435475,2.0
2024-02-06,43084.671875,15754.611834914807,2.0
2024-02-07,44318.22265625,15986.73326037499,2.0
2024-02-08,45301.56640625,16134.847203007517,2.0
2024-02-09,47147.19921875,16414.577120725728,2.0
2024-02-10,47771.27734375,16506.97632839271,2.0
2024-02-11,48293.91796875,16569.065904631283,2.0
2024-02-12,49958.22265625,16770.59087493332,2.0
2024-02-13,49742.44140625,16742.401868826717,2.0
2024-02-14,51826.6953125,16995.170644508995,2.0
2024-02-15,51938.5546875,17006.93453217963,2.0
2024-02-16,52160.203125,17032.105081087906,2.0
2024-02-17,51662.99609375,16969.459129153547,2.0
2024-02-18,52122.546875,17023.69961000673,2.0
2024-02-19,51779.14453125,16979.842319615855,2.0
2024-02-20,52284.875,17039.71940335181,2.0
2024-02-21,51839.1796875,16983.361050821062,2.0
2024-02-22,51304.97265625,16916.207307050747,2.0
2024-02-23,50731.94921875,16844.33171143796,2.0
2024-02-24,51571.1015625,16944.974747026405,2.0
2024-02-25,51733.23828125,16962.889393928526,2.0
2024-02-26,54522.40234375,17301.69014747348,2.0
2024-02-27,57085.37109375,17612.75884697798,2.0
2024-02-28,62504.7890625,18272.649587714215,2.0
2024-02-29,61198.3828125,18110.78055605305,2.0
